destination,total_time,direct_walk_time
681,4680.0,8914.9404
682,None,8925.7596
203,4260.0,7262.458799999999
220,5580.0,7267.492799999999
266,12540.0,8469.6132
273,None,8479.658399999998
301,3840.0,5769.710399999999
330,3000.0,5743.8156
381,1860.0,7048.625999999999
348,18300.0,7051.306799999999
300,6480.0,6181.3044
331,3060.0,6164.2883999999995
265,6840.0,8206.188
274,None,8198.466
296,12540.0,7293.7464
334,6060.0,7322.2883999999995
382,2880.0,10077.1296
269,12180.0,10056.551999999998
1250,14280.0,9329.4648
1251,2700.0,9343.5492
52,17820.0,7567.520399999999
53,16500.0,9026.1048
54,2700.0,4799.5332
2616,2400.0,7705.2336
2618,4440.0,7733.5656
2623,None,7738.616399999999
2620,3420.0,7712.038799999999
2624,None,7821.908399999999
2625,None,7847.7624
2626,None,7814.2284
2627,None,7839.4223999999995
2628,None,7864.1412
2631,16500.0,7910.429999999999
2629,None,7889.137199999999
2630,None,7910.429999999999
1247,1980.0,8135.0772
2658,6000.0,7759.9032
2657,6000.0,7750.0872
1246,None,7602.9024
268,12120.0,10521.3348
55,4800.0,9216.8268
674,None,9180.7488
231,4620.0,8614.422
255,None,8615.6976
176,18480.0,5935.872
56,4080.0,5890.2792
689,15600.0,9578.652
196,16200.0,8513.8416
286,19560.0,11084.3064
344,6780.0,11104.677599999999
290,12000.0,10310.4972
340,6540.0,10354.9812
2554,8520.0,10888.4136
2557,12420.0,10872.5988
287,19740.0,10735.4844
343,6720.0,10733.803199999998
2555,8640.0,11467.8588
2556,12300.0,11445.0048
748,12000.0,11587.0392
749,13680.0,11605.3608
758,None,11109.638399999998
757,17820.0,11108.3964
754,11880.0,11974.5468
753,8760.0,11966.8908
292,12180.0,9401.7744
338,6300.0,9416.405999999999
764,12240.0,10443.6516
765,8340.0,10451.2344
291,12120.0,9789.2304
339,6480.0,9890.5572
288,8460.0,10638.357600000001
342,6720.0,10646.4504
762,None,11995.312799999998
763,17880.0,11999.420399999999
285,None,11160.833999999999
345,6900.0,11155.365600000001
293,12300.0,8994.2364
337,6300.0,9006.132
180,6960.0,10460.3028
68,None,10452.168
742,13620.0,11205.1356
743,12120.0,11202.0276
282,7080.0,10511.418
289,12000.0,10687.582799999998
341,6540.0,10711.5048
313,3780.0,2999.2571999999996
318,16680.0,2980.8732
772,19380.0,4045.3824
773,15480.0,4041.1367999999998
312,3720.0,3474.8027999999995
319,16740.0,3463.4664000000002
781,6240.0,3400.1688
780,14400.0,3438.4703999999997
779,12900.0,4989.9792
778,3480.0,5037.3384
776,6360.0,5980.5768
777,14340.0,5958.5508
791,15180.0,4207.589999999999
790,18840.0,4191.1932
770,16800.0,3732.1031999999996
96,3660.0,3740.676
771,15600.0,4902.5544
106,19260.0,4897.3152
792,15780.0,4413.2172
86,15720.0,4950.1992
784,15240.0,3921.7212
69,18780.0,3925.3644
70,19800.0,2855.3304
785,16080.0,2847.3708
71,18900.0,4265.3808
170,15120.0,4272.339599999999
162,16140.0,2814.5928
90,19680.0,2815.1712
167,16320.0,3266.796
147,19500.0,3232.9655999999995
800,15540.0,9033.3288
801,None,9035.8476
816,None,9567.324
817,15660.0,9571.953599999999
802,None,6684.5448
803,15060.0,6687.66
804,16080.0,9173.6376
805,15600.0,9177.6048
281,19920.0,9499.32
258,6660.0,9538.9572
822,None,8004.6276
823,15420.0,8012.8512
806,None,7367.1504
807,15120.0,7371.3924
2614,6660.0,9253.2276
2615,19980.0,9250.9704
260,6600.0,8048.118
279,20040.0,7985.0436
812,None,8762.4144
811,15480.0,8756.972399999999
75,16200.0,11702.736
182,37500.0,11708.607600000001
179,15600.0,10914.1404
76,None,10911.649199999998
2606,15420.0,9926.166
257,6720.0,9914.124
813,37560.0,11010.99
104,16020.0,11054.678399999999
369,4560.0,5467.272
361,6900.0,5467.9248
840,2040.0,2736.1331999999998
841,5760.0,2743.0224
307,2220.0,3745.3415999999997
324,15120.0,3730.4183999999996
310,2460.0,3959.8824
321,14400.0,3944.97
311,3600.0,3937.5419999999995
320,16800.0,3904.5132
306,6900.0,3984.8507999999997
325,15180.0,3996.4128
834,14940.0,5843.3148
833,None,5839.374000000001
835,2040.0,3034.4592
836,5760.0,3043.7412
366,15120.0,4240.3116
364,14340.0,4240.4448
305,6840.0,4253.7036
326,15420.0,4247.3351999999995
837,2700.0,3681.7716
838,5640.0,3688.9776
363,14340.0,4568.6688
367,15180.0,4545.8351999999995
842,5580.0,4164.3816
843,2700.0,4167.1488
847,2640.0,3329.4539999999997
846,5700.0,3314.3879999999995
845,1320.0,4822.6092
844,3060.0,4822.2432
309,2340.0,4087.9536
322,14460.0,4055.5824
793,19080.0,4419.2519999999995
173,19080.0,4954.8108
365,14580.0,3941.9316
174,15060.0,3934.3068
103,3420.0,3944.6148
175,3180.0,4841.7912
124,1200.0,4841.9616
1254,4860.0,4986.7476
