destination,total_time,direct_walk_time
227,6300.0,10774.6392
194,6660.0,10669.623599999999
235,3660.0,8013.87
278,20160.0,7173.8027999999995
261,6600.0,7195.531199999999
352,21420.0,7778.562
294,12360.0,10197.486
336,6180.0,10147.228799999999
379,5340.0,7533.6228
350,21300.0,7514.562
221,5700.0,8255.8068
202,4140.0,8256.7524
228,6300.0,10665.21
193,6480.0,10656.5376
303,5460.0,6584.8992
328,15600.0,6584.9076
204,4260.0,7508.1072
219,5580.0,7507.8552
270,12300.0,10613.351999999999
333,6360.0,8145.3828
298,15900.0,8158.8240000000005
377,5220.0,7693.3404
249,3660.0,7887.222
236,16020.0,7894.716
304,5580.0,6072.9324
327,15600.0,6129.696
688,6780.0,9995.4372
687,None,9940.83
2611,14460.0,9277.9224
2612,2520.0,9287.5908
205,4440.0,7532.817599999999
218,5460.0,7545.0552
222,5760.0,8767.098
201,4020.0,8783.9256
276,20340.0,7365.866399999999
263,6420.0,7378.1436
247,15960.0,7498.7508
238,3780.0,7491.7572
198,6840.0,9089.606399999999
224,6060.0,9082.9188
299,6480.0,8252.694
332,15900.0,8286.258
380,1800.0,7839.6288
349,18360.0,7845.958799999999
1258,4200.0,7871.2032
1259,5640.0,7883.5896
242,None,6927.4236
243,4020.0,6931.3272
359,6780.0,5638.5348
370,15540.0,5740.5084
216,4500.0,7366.1964
207,5400.0,7338.8364
215,4500.0,7159.049999999999
208,5280.0,7156.333199999999
355,6660.0,6802.369199999999
374,15300.0,6751.310399999999
226,6300.0,10528.3056
195,6660.0,10505.7144
251,3540.0,8362.160399999999
234,16200.0,8346.929999999998
690,1500.0,5715.567599999999
691,13680.0,5652.3564
1260,4740.0,6200.1072
1261,15900.0,6205.4076
241,None,6801.608399999999
244,3960.0,6815.575199999999
277,20220.0,7157.4168
262,6480.0,7173.8052
675,6720.0,10138.6884
676,6180.0,10152.1824
256,None,10222.982399999999
229,4740.0,10214.235599999998
245,3840.0,7130.3243999999995
240,15720.0,7210.2216
356,6660.0,6655.395599999999
373,15660.0,6657.0396
684,1620.0,6692.0148
685,4680.0,6687.886799999999
354,21540.0,7343.666399999999
375,5100.0,7302.271199999999
2566,None,10141.323599999998
2565,4680.0,10151.2512
214,4560.0,6836.7396
209,5280.0,6850.41
250,6300.0,8118.8628
297,16140.0,8142.502799999999
252,3420.0,8592.1548
233,16320.0,8601.625199999999
271,12360.0,10495.9368
353,21480.0,7490.5944
376,5160.0,7468.206
351,21360.0,7849.2132
378,5280.0,7869.0108
275,12180.0,7485.1932
264,6300.0,7450.9284
371,6720.0,6294.016799999999
254,2580.0,9411.732
357,18120.0,6595.872
372,15120.0,6613.6644
272,None,10129.849199999999
267,12480.0,10109.796
686,18300.0,5390.1720000000005
225,6120.0,9746.82
197,6780.0,9744.7776
302,5460.0,6843.9468
329,15660.0,6802.5588
213,None,7137.0264
210,15060.0,7137.683999999999
200,3960.0,8729.5176
2564,2760.0,10398.4956
206,4440.0,7383.624
217,5400.0,7363.117199999999
212,18420.0,7095.662399999999
211,1680.0,7102.2384
295,12480.0,9667.6212
335,6180.0,9623.862
681,4680.0,9968.771999999999
682,None,9973.5852
203,4260.0,7811.5812
220,5580.0,7826.221199999999
266,12540.0,9669.522
273,None,9683.8656
301,3840.0,7498.4616
330,15720.0,7478.614799999999
381,1860.0,8099.5596
348,18300.0,8091.0996
300,6480.0,7914.238799999999
331,15780.0,7905.340799999999
265,6840.0,9423.507599999999
274,None,9421.863599999999
296,12540.0,8650.9896
334,6060.0,8669.1048
382,2880.0,10781.663999999999
269,12180.0,10762.827599999999
1250,14280.0,10056.384
1251,2700.0,10076.85
52,17820.0,8307.2028
53,16500.0,10218.816
54,17340.0,5362.3128
2616,2400.0,8854.086
2618,4440.0,8872.692
2623,None,8882.5896
2620,3420.0,8864.9628
2624,None,8949.2136
2625,None,8966.9112
2626,None,8937.5916
2627,None,8955.8028
2628,None,8971.4544
2631,16500.0,9002.2836
2629,None,8988.4764
2630,None,9002.2836
1247,1980.0,9176.9772
2658,6000.0,8896.7436
2657,6000.0,8882.1444
1246,None,8764.723199999999
268,12120.0,11136.724799999998
55,4800.0,10437.8088
674,None,10389.9372
231,4620.0,9630.1176
255,None,9623.9304
176,18480.0,6802.520399999999
56,4080.0,6793.0740000000005
689,15600.0,10376.304
196,16200.0,9999.384
292,12180.0,11257.5816
338,6300.0,11290.517999999998
291,12120.0,11707.4772
339,6480.0,11828.9448
293,12300.0,10762.1988
337,6300.0,10787.083200000001
180,6960.0,11862.2028
68,None,11874.168
282,7080.0,11821.9692
774,5880.0,2689.7688000000003
775,21960.0,2763.7908
779,12900.0,2618.3556000000003
778,14280.0,2616.6479999999997
776,6360.0,3918.3131999999996
777,21300.0,3903.8148
791,15180.0,2750.4924
790,18840.0,2737.4892
770,22920.0,3054.1259999999997
96,7260.0,3019.386
771,15600.0,2634.1416
106,19260.0,2626.0188000000003
792,15780.0,3547.9608
86,15720.0,3627.2448
784,15240.0,2609.7131999999997
69,18780.0,2623.908
71,18900.0,3121.4388
170,15120.0,3124.4327999999996
800,16020.0,7654.792799999999
801,None,7658.692799999999
816,None,8115.5196
817,18180.0,8121.7872
802,None,5305.7376
803,18540.0,5310.0324
818,28620.0,10134.105599999999
819,16920.0,10139.663999999999
804,16080.0,7921.7952
805,18180.0,7930.6536
820,37440.0,11233.292399999998
821,16560.0,11246.3784
281,19920.0,8266.6296
258,6660.0,8297.591999999999
822,None,6866.1984
823,15660.0,6873.8628
806,None,5644.579199999999
807,18600.0,5650.0308
2614,6660.0,8184.6359999999995
2615,19980.0,8177.3952
809,37320.0,10595.2164
810,16680.0,10603.8444
260,6600.0,7272.883199999999
279,20040.0,7224.0228
812,None,7237.0055999999995
811,15900.0,7238.3484
75,16440.0,10768.0764
182,37500.0,10771.9704
179,15600.0,9344.9916
76,None,9340.0224
2606,15420.0,8491.8048
257,6720.0,8478.549599999998
181,28800.0,10618.282799999999
78,16620.0,10641.767999999998
109,16740.0,10411.2084
813,37560.0,10074.145199999999
104,16380.0,10120.2132
662,16920.0,10000.261199999999
661,28560.0,9995.34
369,15360.0,5142.710399999999
361,6900.0,5136.003599999999
840,22200.0,3960.924
841,5760.0,3954.1835999999994
307,7020.0,4925.8764
324,15120.0,4923.642
310,7140.0,3847.4219999999996
321,14400.0,3845.6868
311,7200.0,3493.3632
320,22920.0,3457.2072
306,6900.0,5405.0964
325,15180.0,5441.5992
834,18360.0,5345.456399999999
833,None,5340.2784
835,22260.0,4458.0168
836,5760.0,4461.5256
366,15120.0,3973.2095999999997
364,14340.0,3961.2455999999997
305,6840.0,5809.5696
326,15420.0,5823.606
837,22380.0,5368.1964
838,5640.0,5368.6932
363,14340.0,4543.057199999999
367,15180.0,4519.5972
842,5580.0,5797.8744
843,22380.0,5816.4168
847,22320.0,4908.5712
846,5700.0,4877.454
845,1320.0,5018.022
844,13860.0,5002.7268
309,7080.0,4143.0228
322,14460.0,4135.0992
793,19080.0,3558.9948
173,19080.0,3636.6443999999997
365,14580.0,4357.3715999999995
174,15060.0,4449.2364
103,7020.0,4472.6676
175,13980.0,4700.5932
124,1200.0,4725.556799999999
1254,4860.0,4956.394799999999
