centroid,nb_destinations,trajets,trajets_ok,nb_station_DRT,DRT,DRT_ok,WALK_to_station_DRT,WALK,somme,inaccessibilite,accessibilite
649,86,None,None,None,None,None,None,None,878438.8056000001,10214.40471627907,9.790095730260848e-05
650,135,None,None,None,None,None,None,None,1357837.1748000006,10058.05314666667,9.942281924921117e-05
651,158,None,None,None,None,None,None,None,1498824.2256000007,9486.229275949372,0.00010541596359423024
652,177,None,None,None,None,None,None,None,1582645.752,8941.501423728814,0.00011183804068366146
653,189,None,None,None,None,None,None,None,1600041.4308,8465.827676190476,0.00011812194132092095
654,248,None,None,None,None,None,None,None,2184192.7728,8807.228922580645,0.00011354309156607974
655,358,5,0,0,0,0,0,5,3292330.9595999997,9196.455194413407,0.00010873754929045622
656,422,None,None,None,None,None,None,None,3789710.3352000015,8980.356244549766,0.00011135415709225413
657,459,2,0,0,0,0,0,2,3954578.4731999994,8615.639375163397,0.00011606799640230238
658,472,394,0,0,0,0,0,394,3838879.564800003,8133.2194169491595,0.0001229525417593011
659,482,399,0,0,0,0,0,399,3682868.5535999984,7640.806127800826,0.0001308762430657064
660,484,8,0,0,0,0,0,8,3558913.530000003,7353.12712809918,0.00013599656072565484
661,494,423,99,0,0,0,0,423,3319896.8016000004,6720.438869635628,0.00014879980599454785
662,490,422,78,0,0,0,0,422,3293759.7371999985,6721.958647346935,0.00014876616362325974
663,468,401,48,0,0,0,0,401,3174277.120800001,6782.643420512823,0.00014743514261352574
664,446,14,0,0,0,0,0,14,3058384.7964000013,6857.365014349779,0.00014582860878885575
665,429,363,16,0,0,0,0,363,3003637.92,7001.486993006993,0.00014282680250620887
666,408,351,101,0,0,0,0,351,2749791.7020000005,6739.6855441176485,0.00014837487497807567
667,389,323,18,0,0,0,0,323,2974089.801599997,7645.475068380455,0.00013079631952966797
668,351,27,0,0,0,0,0,27,2759185.1292000003,7860.926294017095,0.00012721147134544362
669,297,246,85,0,0,0,0,246,2086110.5987999996,7023.941410101009,0.00014237020806607487
670,273,221,87,0,0,0,0,221,1967864.330399999,7208.294250549447,0.0001387290758730855
671,251,198,41,0,0,0,0,198,2261764.806,9011.015163346614,0.0001109752876754242
672,221,171,45,0,0,0,0,171,1966131.3840000003,8896.522099547512,0.00011240347506705583
673,159,121,30,0,0,0,0,121,1348268.2811999999,8479.6747245283,0.00011792905181933462
674,120,94,22,0,0,0,0,94,1020683.0639999999,8505.6922,0.00011756832677298153
675,104,79,20,0,0,0,0,79,936731.8176000001,9007.036707692308,0.00011102430604573498
676,73,50,0,0,0,0,0,50,695258.1971999999,9524.084893150684,0.00010499696414079187
677,56,39,0,0,0,0,0,39,551289.1932,9844.449878571428,0.00010158007936804229
678,41,None,None,None,None,None,None,None,420601.4279999999,10258.571414634143,9.74794598177161e-05
679,32,None,None,None,None,None,None,None,349983.67199999996,10936.989749999999,9.143283690103121e-05
680,0,None,None,None,None,None,None,None,0.0,0.0,0.0
681,0,None,None,None,None,None,None,None,0.0,0.0,0.0
682,0,None,None,None,None,None,None,None,0.0,0.0,0.0
683,0,None,None,None,None,None,None,None,0.0,0.0,0.0
684,0,None,None,None,None,None,None,None,0.0,0.0,0.0
685,2,None,None,None,None,None,None,None,23737.152000000002,11868.576000000001,8.425610620852914e-05
686,11,None,None,None,None,None,None,None,124625.66279999999,11329.605709090909,8.826432496212972e-05
687,33,None,None,None,None,None,None,None,369150.06000000006,11186.365454545456,8.939454052912789e-05
688,57,None,None,None,None,None,None,None,613872.9924,10769.70162105263,9.285308313883073e-05
689,95,None,None,None,None,None,None,None,1001667.8339999998,10543.871936842103,9.484181958866817e-05
690,127,None,None,None,None,None,None,None,1277707.7616000006,10060.691036220476,9.93967508195811e-05
691,149,None,None,None,None,None,None,None,1411862.2559999998,9475.585610738253,0.00010553437445246076
692,172,None,None,None,None,None,None,None,1547591.4935999997,8997.624962790696,0.00011114044029790733
693,186,None,None,None,None,None,None,None,1571444.373600001,8448.625664516134,0.00011836244611948629
694,215,None,None,None,None,None,None,None,1808232.2472000003,8410.382545116281,0.00011890065578297357
695,297,None,None,None,None,None,None,None,2659460.168400001,8954.411341414145,0.0001116767994982541
696,376,1,0,0,0,0,0,1,3364258.3044000003,8947.495490425532,0.00011176311863694956
697,432,3,0,0,0,0,0,3,3777799.293599999,8744.90577222222,0.0001143522898984747
698,453,None,None,None,None,None,None,None,3837713.089200003,8471.772823841067,0.0001180390481182195
699,466,None,None,None,None,None,None,None,3701520.634799999,7943.177327896994,0.00012589420564588556
700,476,385,0,0,0,0,0,385,3659568.6252000015,7688.169380672272,0.00013006997511188516
701,483,406,2,0,0,0,0,406,3622841.0532000004,7500.706114285716,0.0001333207813722254
702,474,406,98,0,0,0,0,406,3285995.358000002,6932.479658227852,0.00014424853000659648
703,461,12,0,0,0,0,0,12,3372431.6532000005,7315.469963557485,0.00013669661757639202
704,459,12,0,0,0,0,0,12,3377160.7295999974,7357.648648366007,0.00013591298630739602
705,443,None,None,None,None,None,None,None,3310867.1856,7473.740825282167,0.00013380180332413997
706,434,358,25,0,0,0,0,358,3230599.324800002,7443.777246082954,0.00013434039828720258
707,410,None,None,None,None,None,None,None,3252356.1684000026,7932.576020487812,0.0001260624540398045
708,362,29,0,0,0,0,0,29,2920811.5739999986,8068.540259668504,0.0001239381558270969
709,302,231,0,0,0,0,0,231,2569696.0692,8508.927381456953,0.00011752362608937597
710,278,218,83,0,0,0,0,218,2081654.950799999,7487.96744892086,0.00013354758909163214
711,237,181,75,0,0,0,0,181,1770471.0743999998,7470.342086075949,0.0001338626783723748
712,206,154,47,0,0,0,0,154,1808302.9703999995,8778.1697592233,0.00011391896345468728
713,152,117,28,0,0,0,0,117,1253255.7012000005,8245.103297368425,0.00012128410814685225
714,117,90,17,0,0,0,0,90,962875.2012000001,8229.702574358975,0.00012151107418093923
715,108,81,19,0,0,0,0,81,952722.4836000003,8821.50447777778,0.00011335934845570802
716,75,50,0,0,0,0,0,50,687490.9404,9166.545871999999,0.00010909234666621653
717,67,43,0,0,0,0,0,43,654603.2868000001,9770.198310447762,0.00010235206781121831
718,50,33,0,0,0,0,0,33,509021.034,10180.42068,9.822776793149181e-05
719,37,None,None,None,None,None,None,None,394808.2584,10670.49347027027,9.371637804626024e-05
720,0,None,None,None,None,None,None,None,0.0,0.0,0.0
721,0,None,None,None,None,None,None,None,0.0,0.0,0.0
722,0,None,None,None,None,None,None,None,0.0,0.0,0.0
723,0,None,None,None,None,None,None,None,0.0,0.0,0.0
724,0,None,None,None,None,None,None,None,0.0,0.0,0.0
725,4,None,None,None,None,None,None,None,47123.9196,11780.9799,8.488258264492922e-05
726,13,None,None,None,None,None,None,None,146542.2612,11272.48163076923,8.871161051799029e-05
727,16,None,None,None,None,None,None,None,167593.8084,10474.613025,9.546892067642757e-05
728,47,None,None,None,None,None,None,None,503519.9016,10713.189395744681,9.334288446325833e-05
729,93,None,None,None,None,None,None,None,985758.4091999996,10599.55278709677,9.434360298835788e-05
730,112,None,None,None,None,None,None,None,1110873.7716000006,9918.515817857147,0.00010082153604066597
731,141,None,None,None,None,None,None,None,1338352.1352,9491.859114893616,0.00010535343897286742
732,157,None,None,None,None,None,None,None,1396448.0795999998,8894.573755414012,0.00011242809689349228
733,177,None,None,None,None,None,None,None,1498198.8660000002,8464.400372881357,0.00011814185954670185
734,192,None,None,None,None,None,None,None,1537226.2079999999,8006.3865,0.00012490029053681084
735,233,5,0,0,0,0,0,5,1880251.1004000006,8069.74721201717,0.0001239196190074996
736,316,3,0,0,0,0,0,3,2768460.5616000015,8760.951144303803,0.0001141428577250063
737,362,297,8,0,0,0,0,297,3221519.384400001,8899.224818784533,0.00011236933782021043
738,395,329,4,0,0,0,0,329,3479970.128400004,8810.050957974694,0.00011350672144464938
739,421,354,1,0,0,0,0,354,3600315.864000002,8551.819154394303,0.00011693418463908415
740,448,6,0,0,0,0,0,6,3641504.146800004,8128.357470535723,0.00012302608535917308
741,474,378,0,0,0,0,0,378,3729814.168800003,7868.806263291145,0.00012708407940669616
742,461,None,None,None,None,None,None,None,3571692.0419999966,7747.705080260296,0.00012907047824365606
743,461,12,0,0,0,0,0,12,3597669.073200001,7804.054388720176,0.00012813852264348388
744,455,12,0,0,0,0,0,12,3592692.417600004,7896.027291428581,0.00012664596550793786
745,440,358,18,0,0,0,0,358,3469845.008400002,7886.011382727277,0.00012680681671222273
746,426,352,117,0,0,0,0,352,3007634.4479999985,7060.174760563376,0.00014163955339827929
747,393,None,None,None,None,None,None,None,3189687.586800002,8116.253401526723,0.00012320955871238486
748,352,31,0,0,0,0,0,31,2912343.2868000013,8273.702519318185,0.00012086487248787469
749,307,31,0,0,0,0,0,31,2644362.4295999995,8613.558402605862,0.00011609603757925062
750,264,204,40,0,0,0,0,204,2317012.293600001,8776.561718181822,0.00011393983567942856
751,227,167,44,0,0,0,0,167,1969216.6644,8674.963279295154,0.00011527426316451804
752,187,136,35,0,0,0,0,136,1570511.137199999,8398.45527914438,0.00011906951537662748
753,156,115,24,0,0,0,0,115,1291815.5364000003,8280.868823076926,0.0001207602754451591
754,131,95,18,0,0,0,0,95,1105259.9195999997,8437.098622900761,0.00011852415678604333
755,108,78,16,0,0,0,0,78,933435.6384000005,8642.922577777783,0.0001157016033640225
756,77,49,0,0,0,0,0,49,681600.2028000001,8851.950685714286,0.00011296944995568595
757,71,45,0,0,0,0,0,45,674006.8799999999,9493.054647887322,0.00010534017100834344
758,63,40,0,0,0,0,0,40,639961.464,10158.118476190477,9.844342752487983e-05
759,42,26,0,0,0,0,0,26,438257.4384,10434.700914285713,9.583408362293754e-05
760,0,None,None,None,None,None,None,None,0.0,0.0,0.0
761,0,None,None,None,None,None,None,None,0.0,0.0,0.0
762,0,None,None,None,None,None,None,None,0.0,0.0,0.0
763,0,None,None,None,None,None,None,None,0.0,0.0,0.0
764,0,None,None,None,None,None,None,None,0.0,0.0,0.0
765,4,None,None,None,None,None,None,None,44802.5052,11200.6263,8.928072173964057e-05
766,11,None,None,None,None,None,None,None,120138.43919999998,10921.676290909088,9.156103636145793e-05
767,20,None,None,None,None,None,None,None,210791.88,10539.594000000001,9.488031512409301e-05
768,41,None,None,None,None,None,None,None,432624.98279999994,10551.828848780486,9.477030136966008e-05
769,85,None,None,None,None,None,None,None,892262.0927999999,10497.201091764704,9.526348892987513e-05
770,103,None,None,None,None,None,None,None,1007343.4115999996,9780.033122330093,0.0001022491424611607
771,121,None,None,None,None,None,None,None,1109835.6383999998,9172.195358677685,0.00010902515274643754
772,144,None,None,None,None,None,None,None,1264141.5071999996,8778.760466666665,0.00011391129804680782
773,156,None,None,None,None,None,None,None,1275839.8092,8178.460315384616,0.00012227240353772777
774,168,14,0,0,0,0,0,14,1286535.4248,7657.948957142857,0.0001305832678692984
775,193,14,0,0,0,0,0,14,1453467.9348000006,7530.921941968915,0.0001327858670831683
776,233,13,0,0,0,0,0,13,1852674.6660000007,7951.393416309016,0.00012576412053124058
777,295,234,2,0,0,0,0,234,2678007.7487999997,9077.992368813559,0.00011015651471964106
778,334,275,1,0,0,0,0,275,3040892.1168000028,9104.46741556887,0.00010983618858253857
779,362,299,105,0,0,0,0,299,2719763.610000001,7513.159143646411,0.00013309980274351854
780,386,316,2,0,0,0,0,316,3269337.018000002,8469.785020725394,0.00011806675111033162
781,435,None,None,None,None,None,None,None,3547265.3879999984,8154.633075862065,0.00012262967452944353
782,452,None,None,None,None,None,None,None,3702911.2632000037,8192.28155575222,0.00012206611713654407
783,443,None,None,None,None,None,None,None,3607094.7444,8142.42605959368,0.00012281351929769953
784,439,9,0,0,0,0,0,9,3616744.3836000008,8238.597684738043,0.00012137988020127437
785,431,337,0,0,0,0,0,337,3609725.3891999964,8375.232921577717,0.00011939966438707964
786,408,320,0,0,0,0,0,320,3460981.7688,8482.798452941177,0.00011788562530956722
787,373,None,None,None,None,None,None,None,3173883.5484000007,8509.071175335122,0.00011752164007026489
788,349,32,0,0,0,0,0,32,2997883.6907999995,8589.924615472777,0.00011641545703424795
789,298,22,0,0,0,0,0,22,2534367.2003999986,8504.587920805365,0.00011758359244586449
790,261,None,None,None,None,None,None,None,2258292.5483999993,8652.461871264364,0.00011557404295777292
791,223,158,37,0,0,0,0,158,1894832.2332,8497.005530044842,0.00011768851938062968
792,182,131,30,0,0,0,0,131,1467112.5204000005,8061.0578043956075,0.00012405319801263686
793,156,113,18,0,0,0,0,113,1269578.7012000002,8138.32500769231,0.0001228754072926314
794,140,100,16,0,0,0,0,100,1184117.7311999996,8457.983794285712,0.0001182314868793682
795,113,77,14,0,0,0,0,77,974568.8496000003,8624.503093805313,0.0001159487090587591
796,87,55,12,0,0,0,0,55,737524.3367999998,8477.291227586205,0.00011796220905398064
797,77,46,0,0,0,0,0,46,718672.4075999998,9333.407890909088,0.0001071420012591562
798,63,38,0,0,0,0,0,38,612415.3967999998,9720.87931428571,0.00010287135223769414
799,53,32,0,0,0,0,0,32,545659.6235999999,10295.464596226413,9.713014800386269e-05
800,0,None,None,None,None,None,None,None,0.0,0.0,0.0
801,0,None,None,None,None,None,None,None,0.0,0.0,0.0
802,0,None,None,None,None,None,None,None,0.0,0.0,0.0
803,0,None,None,None,None,None,None,None,0.0,0.0,0.0
804,4,None,None,None,None,None,None,None,47481.536400000005,11870.384100000001,8.4243272296471e-05
805,7,None,None,None,None,None,None,None,78278.12159999998,11182.588799999998,8.942473141818469e-05
806,11,None,None,None,None,None,None,None,117370.3236,10670.029418181819,9.372045388141027e-05
807,20,None,None,None,None,None,None,None,206901.31919999997,10345.065959999998,9.666443924732599e-05
808,39,None,None,None,None,None,None,None,404169.7835999999,10363.327784615381,9.649410119831632e-05
809,77,None,None,None,None,None,None,None,798180.8339999999,10365.984857142856,9.64693672411583e-05
810,102,None,None,None,None,None,None,None,998924.3712,9793.376188235294,0.00010210983227635961
811,111,None,None,None,None,None,None,None,995465.7348000002,8968.159772972975,0.0001115055959432909
812,121,None,None,None,None,None,None,None,1001253.1392000003,8274.819332231407,0.00012084855993228526
813,140,None,None,None,None,None,None,None,1105758.9000000001,7898.277857142858,0.0001266098785187259
814,150,None,None,None,None,None,None,None,1101231.9864000003,7341.546576000002,0.000136211081636268
815,167,None,None,None,None,None,None,None,1182987.2928,7083.756244311377,0.00014116804213909137
816,179,136,0,0,0,0,0,136,1274027.7047999997,7117.473211173183,0.00014049929944663165
817,203,156,1,0,0,0,0,156,1651206.54,8134.02236453202,0.00012294040453594618
818,269,211,0,0,0,0,0,211,2443974.1031999993,9085.405588104086,0.00011006663272241176
819,319,258,0,0,0,0,0,258,2912700.7392000025,9130.723320376183,0.00010952034848853577
820,360,254,0,0,0,0,0,254,3163408.0836000023,8787.244676666673,0.00011380131506470546
821,411,None,None,None,None,None,None,None,3606309.8531999993,8774.476528467152,0.00011396691264210311
822,435,None,None,None,None,None,None,None,3768928.3248,8664.20304551724,0.00011541742440089611
823,432,None,None,None,None,None,None,None,3730652.713200002,8635.77016944445,0.00011579743096200664
824,424,326,0,0,0,0,0,326,3651940.9692000025,8613.068323584912,0.00011610264338223458
825,411,313,0,0,0,0,0,313,3588033.4896000004,8730.00849051095,0.00011454742582288966
826,394,303,119,0,0,0,0,303,2974665.320399999,7549.911980710658,0.0001324518752741634
827,357,265,22,0,0,0,0,265,3051134.2715999996,8546.594598319327,0.00011700566681806205
828,314,None,None,None,None,None,None,None,2714138.2236000015,8643.752304458603,0.00011569049699448028
829,277,None,None,None,None,None,None,None,2328174.602400001,8404.96246353791,0.00011897733087306007
830,252,None,None,None,None,None,None,None,2159300.0988000003,8568.651185714287,0.00011670448222553472
831,221,None,None,None,None,None,None,None,1853206.2012000005,8385.548421719459,0.00011925278463718533
832,180,128,19,0,0,0,0,128,1430095.1795999995,7944.973219999997,0.00012586574835553698
833,169,119,19,0,0,0,0,119,1400592.2436000002,8287.528068639054,0.00012066324140537314
834,151,104,14,0,0,0,0,104,1297144.4663999993,8590.360704635757,0.00011640954721032304
835,121,79,13,0,0,0,0,79,1037468.9472000002,8574.123530578514,0.00011662999680767697
836,105,64,11,0,0,0,0,64,915239.0123999999,8716.562022857142,0.00011472413061224532
837,89,56,10,0,0,0,0,56,791175.5556000001,8889.612984269665,0.00011249083641430945
838,69,39,0,0,0,0,0,39,656237.6639999998,9510.690782608692,0.00010514483362539829
839,51,8,0,0,0,0,0,8,496205.5428,9729.520447058823,0.0001027799885350253
840,0,None,None,None,None,None,None,None,0.0,0.0,0.0
841,0,None,None,None,None,None,None,None,0.0,0.0,0.0
842,0,None,None,None,None,None,None,None,0.0,0.0,0.0
843,0,None,None,None,None,None,None,None,0.0,0.0,0.0
844,4,None,None,None,None,None,None,None,46189.0788,11547.2697,8.660055805226407e-05
845,7,None,None,None,None,None,None,None,75959.7144,10851.387771428572,9.21541116273602e-05
846,12,None,None,None,None,None,None,None,125692.50479999998,10474.375399999999,9.54710865146193e-05
847,20,None,None,None,None,None,None,None,204685.16280000002,10234.258140000002,9.77110393660639e-05
848,41,None,None,None,None,None,None,None,426709.7676,10407.555307317074,9.608404380007916e-05
849,70,None,None,None,None,None,None,None,713517.9576000002,10193.113680000002,9.810544956072733e-05
850,92,None,None,None,None,None,None,None,887349.6732000003,9645.105143478264,0.00010367953330982301
851,103,None,None,None,None,None,None,None,912802.1543999998,8862.15683883495,0.0001128393480487605
852,114,None,None,None,None,None,None,None,935172.6048,8203.268463157894,0.00012190262996891416
853,126,None,None,None,None,None,None,None,984604.7855999997,7814.323695238093,0.0001279701275504343
854,137,None,None,None,None,None,None,None,1042094.2104000002,7606.52708321168,0.00013146604081737826
855,148,None,None,None,None,None,None,None,1060676.9268000002,7166.735991891894,0.00013953353397297636
856,154,6,0,0,0,0,0,6,1097048.1576,7123.689335064935,0.00014037669990431785
857,159,124,5,0,0,0,0,124,1182895.7183999994,7439.595713207544,0.0001344159062601609
858,181,138,2,0,0,0,0,138,1447343.8644000008,7996.374941436468,0.00012505666721780308
859,247,168,0,0,0,0,0,168,2176397.360399999,8811.325345748985,0.00011349030489294656
860,321,228,0,0,0,0,0,228,2835645.1860000016,8833.78562616823,0.00011320175090481148
861,361,1,0,0,0,0,0,1,3252385.2839999986,9009.377518005536,0.00011099545978636895
862,404,311,0,0,0,0,0,311,3669976.532400001,9084.100327722774,0.00011008244778497317
863,411,9,0,0,0,0,0,9,3706370.1264000004,9017.932181021899,0.00011089016638476
864,390,293,0,0,0,0,0,293,3455028.814800002,8859.048243076928,0.00011287894281210952
865,359,9,0,0,0,0,0,9,3188569.9031999996,8881.810315320334,0.00011258965959620742
866,340,247,96,0,0,0,0,247,2597518.3967999998,7639.759990588234,0.0001308941643758371
867,325,225,22,0,0,0,0,225,2785377.1151999985,8570.391123692303,0.00011668078919240492
868,291,None,None,None,None,None,None,None,2508439.179599996,8620.065909278337,0.00011600839373207517
869,253,9,0,0,0,0,0,9,2114995.3848000006,8359.665552569173,0.0001196220104394811
870,228,154,0,0,0,0,0,154,1893170.6724,8303.380142105263,0.00012043288189699299
871,207,9,0,0,0,0,0,9,1702273.0848,8223.541472463769,0.00012160211064156044
872,194,130,20,0,0,0,0,130,1568927.2943999993,8087.254094845357,0.00012365136401951048
873,172,117,17,0,0,0,0,117,1399888.0391999998,8138.883948837208,0.0001228669687743697
874,147,97,13,0,0,0,0,97,1226673.7991999995,8344.719722448977,0.00011983625972599159
875,137,87,12,0,0,0,0,87,1169150.4779999997,8533.945094890509,0.00011717909933574868
876,121,20,0,0,0,0,0,20,1091844.7415999998,9023.510261157024,0.00011082161720418732
877,98,18,0,0,0,0,0,18,896487.0600000002,9147.827142857144,0.0001093155767357088
878,85,17,0,0,0,0,0,17,810571.1052000002,9536.130649411767,0.00010486433510238083
879,65,15,0,0,0,0,0,15,633302.3231999998,9743.11266461538,0.00010263660438124226
880,0,None,None,None,None,None,None,None,0.0,0.0,0.0
881,0,None,None,None,None,None,None,None,0.0,0.0,0.0
882,0,None,None,None,None,None,None,None,0.0,0.0,0.0
883,0,None,None,None,None,None,None,None,0.0,0.0,0.0
884,5,None,None,None,None,None,None,None,57345.2964,11469.05928,8.719110919095363e-05
885,9,None,None,None,None,None,None,None,98149.99919999999,10905.555466666665,9.16963838345095e-05
886,12,None,None,None,None,None,None,None,122813.958,10234.4965,9.770876368954741e-05
887,16,1,0,0,0,0,0,1,154434.5376,9652.1586,0.00010360376796958143
888,34,1,0,0,0,0,0,1,342036.2376,10059.889341176471,9.940467196859378e-05
889,63,3,0,0,0,0,0,3,633096.1068000001,10049.144552380954,9.951095785193667e-05
890,85,3,0,0,0,0,0,3,812623.0848000002,9560.271585882356,0.00010459953893743973
891,91,None,None,None,None,None,None,None,788074.6092,8660.16054065934,0.00011547130048051801
892,105,None,None,None,None,None,None,None,872510.8571999993,8309.627211428564,0.00012034234202764954
893,108,None,None,None,None,None,None,None,851590.7052000002,7885.099122222224,0.0001268214875297819
894,118,2,0,0,0,0,0,2,877359.6144,7435.250969491525,0.00013449445137806655
895,126,3,0,0,0,0,0,3,903604.0031999999,7171.460342857142,0.00013944161331046217
896,137,4,0,0,0,0,0,4,997049.3843999999,7277.7327328467145,0.00013740543060707398
897,144,14,0,0,0,0,0,14,1036651.8972000002,7198.971508333335,0.00013890873145454557
898,158,10,0,0,0,0,0,10,1147245.5940000003,7261.048063291141,0.0001377211652207051
899,189,1,0,0,0,0,0,1,1445277.102000001,7646.968793650798,0.0001307707703515529
900,244,161,0,0,0,0,0,161,2021689.1484,8285.611263934426,0.0001206911558055826
901,278,179,0,0,0,0,0,179,2454633.7392000016,8829.61776690648,0.00011325518571687357
902,330,237,0,0,0,0,0,237,3002048.906399999,9097.117898181814,0.00010992492470608343
903,325,8,0,0,0,0,0,8,2893657.912799998,8903.56280861538,0.00011231458928243503
904,329,228,0,0,0,0,0,228,2892293.634000001,8791.166060790276,0.0001137505528942432
905,324,221,0,0,0,0,0,221,2856832.6788000013,8817.384811111115,0.00011341231231508267
906,315,213,0,0,0,0,0,213,2810619.3612000006,8922.601146666668,0.00011207494132734857
907,292,198,0,0,0,0,0,198,2573746.0847999984,8814.19892054794,0.00011345330517431008
908,253,171,0,0,0,0,0,171,2139647.4587999983,8457.104580237148,0.00011824377841286655
909,229,149,0,0,0,0,0,149,1870882.8048000007,8169.793907423584,0.00012240210846583752
910,199,154,3,0,0,0,0,154,1581074.6688,7945.098838190956,0.00012586375832017882
911,198,120,0,0,0,0,0,120,1638647.6940000013,8275.99845454546,0.00012083134204197028
912,186,8,0,0,0,0,0,8,1517460.7331999992,8158.391038709673,0.0001225731881758587
913,160,102,13,0,0,0,0,102,1246193.5427999997,7788.709642499998,0.0001283909717911917
914,146,91,0,0,0,0,0,91,1211769.4523999998,8299.790769863013,0.00012048496495008692
915,132,24,0,0,0,0,0,24,1127120.6676,8538.792936363636,0.0001171125717010142
916,125,24,0,0,0,0,0,24,1098378.3755999997,8787.027004799997,0.00011380413414613845
917,112,24,0,0,0,0,0,24,1013347.3631999999,9047.744314285714,0.00011052478554473236
918,90,20,0,0,0,0,0,20,828361.3752,9204.01528,0.00010864823336103805
919,69,17,0,0,0,0,0,17,641012.2968000001,9290.033286956523,0.00010764224078766532
920,0,None,None,None,None,None,None,None,0.0,0.0,0.0
921,0,None,None,None,None,None,None,None,0.0,0.0,0.0
922,0,None,None,None,None,None,None,None,0.0,0.0,0.0
923,0,None,None,None,None,None,None,None,0.0,0.0,0.0
924,5,None,None,None,None,None,None,None,56859.072,11371.8144,8.793671483066063e-05
925,9,None,None,None,None,None,None,None,97008.12960000001,10778.681066666668,9.277572959204852e-05
926,12,None,None,None,None,None,None,None,121588.422,10132.3685,9.869360752128191e-05
927,16,1,0,0,0,0,0,1,153227.11200000002,9576.694500000001,0.0001044201629278244
928,31,1,0,0,0,0,0,1,304894.64759999997,9835.311212903225,0.00010167446442244466
929,58,1,0,0,0,0,0,1,581580.1932000001,10027.244710344828,9.972829315398356e-05
930,79,1,0,0,0,0,0,1,759855.3203999999,9618.421777215188,0.00010396716043050558
931,88,1,0,0,0,0,0,1,774471.1895999998,8800.80897272727,0.00011362591815126189
932,89,None,None,None,None,None,None,None,741684.5448,8333.534211235956,0.0001199971074279287
933,97,None,None,None,None,None,None,None,761958.3683999999,7855.2409113402055,0.0001273035431104795
934,105,None,None,None,None,None,None,None,774279.0911999999,7374.086582857142,0.00013561001606961643
935,115,2,0,0,0,0,0,2,844158.2520000001,7340.506539130435,0.00013623038065142316
936,118,4,0,0,0,0,0,4,872158.3164000004,7391.172172881359,0.00013529653708637153
937,129,11,0,0,0,0,0,11,955305.4788,7405.468827906977,0.00013503533986012768
938,144,8,0,0,0,0,0,8,1036171.6919999999,7195.63675,0.00013897310755715958
939,165,1,0,0,0,0,0,1,1189666.4951999998,7210.099970909089,0.0001386943321222652
940,188,None,None,None,None,None,None,None,1432318.3547999999,7618.714653191489,0.00013125573610780906
941,213,133,0,0,0,0,0,133,1768732.1052000015,8303.906597183106,0.0001204252466350266
942,234,142,0,0,0,0,0,142,2009233.7543999995,8586.469035897433,0.00011646230782633723
943,270,168,0,0,0,0,0,168,2405864.5488,8910.60944,0.00011222576937453562
944,283,181,0,0,0,0,0,181,2500434.096,8835.456169611307,0.00011318034754554075
945,284,193,0,0,0,0,0,193,2512176.8087999993,8845.692988732391,0.00011304936778540652
946,286,192,0,0,0,0,0,192,2525977.6295999973,8832.089613986005,0.00011322348885777334
947,266,4,0,0,0,0,0,4,2301340.1484,8651.654693233082,0.00011558482573075334
948,217,138,0,0,0,0,0,138,1720697.2331999994,7929.480337327186,0.00012611166904502005
949,201,126,0,0,0,0,0,126,1634743.477200001,8133.0521253731395,0.0001229550708128679
950,195,133,0,0,0,0,0,133,1590563.9904,8156.738412307693,0.00012259802257371663
951,179,134,3,0,0,0,0,134,1450730.2583999997,8104.638315083797,0.0001233861353367082
952,157,6,0,0,0,0,0,6,1227402.3827999996,7817.84957197452,0.00012791241258783064
953,153,94,0,0,0,0,0,94,1190001.7656000003,7777.789317647061,0.00012857123781060713
954,144,87,0,0,0,0,0,87,1174958.1876000003,8159.431858333335,0.0001225575527024822
955,132,79,0,0,0,0,0,79,1104512.6399999997,8367.519999999997,0.00011950972331108862
956,120,None,None,None,None,None,None,None,1023737.1060000001,8531.14255,0.00011721759355668015
957,116,25,0,0,0,0,0,25,1006357.8012000002,8675.4982862069,0.00011526715434776716
958,95,23,0,0,0,0,0,23,839930.2476,8841.371027368421,0.00011310463014214706
959,76,22,0,0,0,0,0,22,682861.6980000001,8985.022342105265,0.0001112963287040299
960,0,None,None,None,None,None,None,None,0.0,0.0,0.0
961,0,None,None,None,None,None,None,None,0.0,0.0,0.0
962,0,None,None,None,None,None,None,None,0.0,0.0,0.0
963,0,None,None,None,None,None,None,None,0.0,0.0,0.0
964,5,None,None,None,None,None,None,None,57005.861999999994,11401.1724,8.771027793597789e-05
965,9,None,None,None,None,None,None,None,97062.1092,10784.678800000002,9.272413379617759e-05
966,10,None,None,None,None,None,None,None,97716.3276,9771.63276,0.0001023370428014325
967,16,1,0,0,0,0,0,1,154184.62679999997,9636.539174999998,0.0001037716945720817
968,31,1,0,0,0,0,0,1,305619.1896000001,9858.683535483875,0.0001014334212474464
969,39,1,0,0,0,0,0,1,360240.70800000004,9236.941230769231,0.00010826094645583474
970,61,1,0,0,0,0,0,1,567445.7880000001,9302.389967213116,0.00010749925594654337
971,85,None,None,None,None,None,None,None,793337.8632,9333.386625882353,0.00010714224536963963
972,89,None,None,None,None,None,None,None,762485.5272,8567.253114606741,0.00011672352697214578
973,90,None,None,None,None,None,None,None,724995.0059999997,8055.500066666664,0.0001241387861366869
974,93,None,None,None,None,None,None,None,705993.0792000004,7591.323432258068,0.00013172933664644902
