centroid,nb_destinations,trajets,trajets_ok,nb_station_DRT,DRT,DRT_ok,WALK_to_station_DRT,WALK,somme,inaccessibilite,accessibilite
1300,48,None,None,None,None,None,None,None,468161.0760000001,9753.355750000002,0.00010252881424939307
1301,53,None,None,None,None,None,None,None,505906.7207999999,9545.409826415093,0.00010476239555819716
1302,58,None,None,None,None,None,None,None,535213.2971999999,9227.815468965517,0.00010836801010630797
1303,68,None,None,None,None,None,None,None,621623.214,9141.517852941177,0.00010939102412607132
1304,72,None,None,None,None,None,None,None,648630.5987999999,9008.758316666666,0.00011100308886630343
1305,74,None,None,None,None,None,None,None,608966.2272,8229.27334054054,0.00012151741212357335
1306,83,1,0,0,0,0,0,1,671007.9900000002,8084.433614457834,0.00012369450325025187
1307,89,6,0,0,0,0,0,6,701269.9848000001,7879.438031460675,0.00012691260417395806
1308,96,6,0,0,0,0,0,6,745339.3151999998,7763.951199999999,0.0001288003974058982
1309,106,6,0,0,0,0,0,6,831608.9567999998,7845.36751698113,0.0001274637546087575
1310,108,None,None,None,None,None,None,None,821839.8756,7609.628477777778,0.00013141246026928606
1311,110,None,None,None,None,None,None,None,821997.2987999998,7472.702716363634,0.00013382039108958692
1312,104,8,0,0,0,0,0,8,800507.2116000003,7697.184726923079,0.00012991763033855968
1313,104,None,None,None,None,None,None,None,810605.7756,7794.286303846155,0.00012829911053004837
1314,101,None,None,None,None,None,None,None,778912.7244,7712.007172277227,0.00012966792919938592
1315,99,None,None,None,None,None,None,None,769261.6704000003,7770.319903030306,0.00012869483013305737
1316,82,None,None,None,None,None,None,None,637892.4756,7779.176531707317,0.00012854831047014783
1317,70,None,None,None,None,None,None,None,539281.7724000001,7704.025320000002,0.0001298022732874403
1318,61,None,None,None,None,None,None,None,475410.432,7793.613639344262,0.00012831018398855835
