stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
661,SULSAU,ST-SULPICE-DE-ROYAN - Sauvages,ARRET DU RESEAU CARA BUS .,45.6960209260981,-1.00634142805766
140,TALPLA,TALMONT-SUR-GIRONDE - Place,ARRET DU RESEAU CARA BUS .,45.53588,-0.904435
827,THA1A1,THAIMS - Pierre,ARRET DU RESEAU CARA BUS .,45.6200650499286,-0.795416212416185
828,THA1A2,THAIMS - Pierre,ARRET DU RESEAU CARA BUS .,45.6200298199959,-0.795329590804345
826,THABO2,THAIMS - Bourg,ARRET DU RESEAU CARA BUS .,45.6221832519843,-0.787616369191536
79,THABOU,THAIMS - Bourg,ARRET DU RESEAU CARA BUS .,45.6222354811737,-0.787568966716782
567,TRE1A1,LA TREMBLADE - Ronce Camping,ARRET DU RESEAU CARA BUS .,45.7887975396798,-1.15880628517892
566,TRE1A2,LA TREMBLADE - Ronce Camping,ARRET DU RESEAU CARA BUS .,45.7895989522697,-1.15936156819119
560,TRE2A1,LA TREMBLADE - Foyer,ARRET DU RESEAU CARA BUS .,45.7760423105667,-1.14629348860771
559,TRE2A2,LA TREMBLADE - Foyer,ARRET DU RESEAU CARA BUS .,45.7762551653927,-1.14634051700202
565,TRE3A1,LA TREMBLADE - Riveaux,ARRET DU RESEAU CARA BUS .,45.7825540539738,-1.15598329101376
564,TRE3A2,LA TREMBLADE - Riveaux,ARRET DU RESEAU CARA BUS .,45.7822436101447,-1.15605834268332
563,TRE4A1,LA TREMBLADE - Petit Pont,ARRET DU RESEAU CARA BUS .,45.7615704298705,-1.14167358920419
562,TRE4A2,LA TREMBLADE - Petit Pont,ARRET DU RESEAU CARA BUS .,45.7614529288534,-1.14179464920196
2660,TRE5A1,LA TREMBLADE - Providence,ARRET DU RESEAU CARABUS .,45.7676655764823,-1.15067239345524
2661,TRE5A2,LA TREMBLADE - Providence,ARRET DU RESEAU CARABUS .,45.7676975349811,-1.15078692865397
558,TRECOL,LA TREMBLADE - Collège,ARRET DU RESEAU CARA BUS .,45.7778990223329,-1.14591930679678
157,TREECO,LA TREMBLADE - Sablière,ARRET DU RESEAU CARA BUS .,45.7714989845683,-1.14529657605874
139,TREEG2,LA TREMBLADE - Eglise,ARRET DU RESEAU CARA BUS .,45.7692601360003,-1.14215282449388
158,TREEGL,LA TREMBLADE - Eglise,ARRET DU RESEAU CARA BUS .,45.7687299308429,-1.14190631556528
369,VAU1A1,VAUX-SUR-MER - Carrelet,ARRET DU RESEAU CARA BUS .,45.6490841871288,-1.04650380485078
361,VAU1A2,VAUX-SUR-MER - Carrelet,ARRET DU RESEAU CARA BUS .,45.6491621401959,-1.04654770070079
840,VAU1B1,VAUX-SUR-MER - Fées,ARRET DU RESEAU CARA BUS .,45.6371622030552,-1.07128115780622
841,VAU1B2,VAUX-SUR-MER - Fées,ARRET DU RESEAU CARA BUS .,45.6372555165266,-1.07124080680096
307,VAU2A1,VAUX-SUR-MER - Hôpital,ARRET DU RESEAU CARA BUS .,45.6350748591848,-1.05976327744006
324,VAU2A2,VAUX-SUR-MER - Hôpital,ARRET DU RESEAU CARA BUS .,45.6349831650592,-1.05990891214954
310,VAU2B1,VAUX-SUR-MER - Mairie,ARRET DU RESEAU CARA BUS .,45.6464622486019,-1.06268211097336
321,VAU2B2,VAUX-SUR-MER - Mairie,ARRET DU RESEAU CARA BUS .,45.6463551898661,-1.06277906278206
311,VAU3A1,VAUX-SUR-MER - Chantaco,ARRET DU RESEAU CARA BUS .,45.6489448986142,-1.06521276381191
320,VAU3A2,VAUX-SUR-MER - Chantaco,ARRET DU RESEAU CARA BUS .,45.6489371265135,-1.06563874478147
306,VAU3B1,VAUX-SUR-MER - Pasteur,ARRET DU RESEAU CARA BUS .,45.6318987057601,-1.05693997316698
325,VAU3B2,VAUX-SUR-MER - Pasteur,ARRET DU RESEAU CARA BUS .,45.6315875875266,-1.05681810565492
834,VAU4A1,VAUX-SUR-MER - Chantemerle,ARRET DU RESEAU CARA BUS .,45.6512616048804,-1.043532774983
833,VAU4A2,VAUX-SUR-MER - Chantemerle,ARRET DU RESEAU CARA BUS .,45.6512711316677,-1.0435864906292
835,VAU4B1,VAUX-SUR-MER - Conseil,ARRET DU RESEAU CARA BUS .,45.6346374527167,-1.06734040155578
836,VAU4B2,VAUX-SUR-MER - Conseil,ARRET DU RESEAU CARA BUS .,45.634663154732,-1.06724497406922
366,VAU5A1,VAUX-SUR-MER - Chauchamp,ARRET DU RESEAU CARA BUS .,45.6478094696618,-1.06032754176693
364,VAU5A2,VAUX-SUR-MER - Chauchamp,ARRET DU RESEAU CARA BUS .,45.6479079045552,-1.06040764188738
305,VAU5B1,VAUX-SUR-MER - Porte Océane,ARRET DU RESEAU CARA BUS .,45.6295198272758,-1.05418910501764
326,VAU5B2,VAUX-SUR-MER - Porte Océane,ARRET DU RESEAU CARA BUS .,45.6292971273125,-1.05428184095901
837,VAU6A1,VAUX-SUR-MER - Côte Beauté,ARRET DU RESEAU CARA BUS .,45.6299267483023,-1.0602752688239
838,VAU6A2,VAUX-SUR-MER - Côte Beauté,ARRET DU RESEAU CARA BUS .,45.6299756664666,-1.06019325261176
363,VAU6B1,VAUX-SUR-MER - Reine ,ARRET DU RESEAU CARA BUS .,45.6457990791672,-1.05492670331492
367,VAU6B2,VAUX-SUR-MER - Reine ,ARRET DU RESEAU CARA BUS .,45.6458037854064,-1.05519706591796
842,VAU7A1,VAUX-SUR-MER - Frégate,ARRET DU RESEAU CARA BUS .,45.628889,-1.055223
843,VAU7A2,VAUX-SUR-MER - Frégate,ARRET DU RESEAU CARA BUS .,45.628692,-1.055221
847,VAU7B1,VAUX-SUR-MER - St-Sordelin,ARRET DU RESEAU CARA BUS .,45.6322363330749,-1.06394837692287
846,VAU7B2,VAUX-SUR-MER - St-Sordelin,ARRET DU RESEAU CARA BUS .,45.632445789384,-1.06411525227716
845,VAU9A1,VAUX-SUR-MER - Source,ARRET DU RESEAU CARA BUS .,45.6435883175089,-1.05077300049627
844,VAU9A2,VAUX-SUR-MER - Source,ARRET DU RESEAU CARA BUS .,45.6437417546544,-1.05085269727007
309,VAUCO2,VAUX-SUR-MER - Courtot,ARRET DU RESEAU CARA BUS .,45.6450975660616,-1.06012488198812
322,VAUCOU,VAUX-SUR-MER - Courtot,ARRET DU RESEAU CARA BUS .,45.6448947826704,-1.06037039330616
793,VAUDE2,VAUX-SUR-MER - Guerets,ARRET DU RESEAU CARA BUS .,45.6525938958324,-1.06269136345988
173,VAUDEV,VAUX-SUR-MER - Narcisses,ARRET DU RESEAU CARA BUS .,45.6571639473111,-1.06076110617799
365,VAUGRO,VAUX-SUR-MER - Grosse Pierre,ARRET DU RESEAU CARA BUS .,45.642029715751,-1.05997269079347
174,VAUST2,VAUX-SUR-MER - Stade,ARRET DU RESEAU CARA BUS .,45.6411392730847,-1.05961602447398
103,VAUSTA,VAUX-SUR-MER - Stade,ARRET DU RESEAU CARA BUS .,45.6410082534564,-1.0594386983925
175,VAUVA2,VAUX-SUR-MER - Val Lumière,ARRET DU RESEAU CARA BUS .,45.6469393298547,-1.0524571171046
124,VAUVAL,VAUX-SUR-MER - Val Lumière,ARRET DU RESEAU CARA BUS .,45.6466998762414,-1.052300723246
1254,VAUZAP,VAUX-SUR-MER - Plain,ARRET DU RESEAU CARA BUS .,45.6458672000076,-1.05011330942694
